year,quarter,31N,32N,33N,34N,35N,36N,37N,38N,39N,40N,41N,42N,43N,44N,45N,46N,47N
1997,3,0.243,0.26766666666666666,0.25566666666666665,0.31633333333333336,0.5903333333333333,0.46900000000000003,0.38233333333333336,0.446,0.7173333333333334,0.7103333333333334,0.49899999999999994,0.634,0.43733333333333335,0.17800000000000002,0.20500000000000004,0.12633333333333333,0.027999999999999997
1997,4,0.309,0.20199999999999999,0.21033333333333334,0.22633333333333336,0.2973333333333333,0.37833333333333335,0.171,0.08900000000000001,0.3746666666666667,0.19366666666666665,0.013333333333333345,-0.06133333333333335,-0.012333333333333349,-0.21366666666666667,-0.25033333333333335,-0.19533333333333333,-0.5036666666666667
1998,1,0.3486666666666667,0.3456666666666666,0.48100000000000004,0.416,0.5356666666666667,0.5726666666666667,0.06100000000000002,-0.11666666666666665,0.07333333333333332,-0.12266666666666663,-0.4043333333333334,-0.6173333333333333,-0.30133333333333334,-0.18500000000000003,-0.6193333333333333,-0.13466666666666668,-0.721
1998,2,0.4506666666666666,0.5479999999999999,0.3176666666666667,0.5196666666666667,0.8133333333333334,0.695,0.5526666666666666,0.5733333333333334,1.015,1.0050000000000001,0.7536666666666667,0.8086666666666668,0.674,0.24533333333333332,0.34933333333333333,0.20933333333333334,0.19799999999999998
1998,3,0.31166666666666665,0.27499999999999997,0.24966666666666668,0.34800000000000003,0.721,0.5910000000000001,0.555,0.5143333333333334,1.204,1.165,0.8576666666666667,0.8343333333333334,0.781,0.408,0.4673333333333334,0.31,0.19233333333333333
1998,4,0.25666666666666665,0.3486666666666666,0.3753333333333333,0.5216666666666667,0.7666666666666666,0.7999999999999999,0.5499999999999999,0.314,0.7623333333333333,0.5279999999999999,0.15733333333333335,-0.0040000000000000036,0.128,-0.2803333333333333,-0.25966666666666666,-0.15566666666666665,-0.4483333333333333
1999,1,0.5236666666666666,0.2783333333333333,0.38399999999999995,0.31866666666666665,0.5910000000000001,0.43533333333333335,0.387,0.3373333333333333,0.391,0.045333333333333316,-0.3086666666666667,-0.291,-0.363,-0.4613333333333333,-0.648,-0.33266666666666667,-0.761
1999,2,0.43966666666666665,0.3443333333333333,0.36933333333333335,0.5419999999999999,0.993,1.3256666666666668,1.0943333333333334,0.8586666666666667,2.186,1.8043333333333333,1.1456666666666668,1.3066666666666666,0.816,0.25466666666666665,0.436,0.2763333333333333,0.25066666666666665
1999,3,0.4856666666666667,0.4366666666666667,0.367,0.45333333333333337,0.6436666666666667,0.5303333333333333,0.46166666666666667,0.446,1.1553333333333333,1.3113333333333335,0.9183333333333333,0.9630000000000001,0.8316666666666667,0.4423333333333333,0.4703333333333333,0.32,0.242
1999,4,0.36166666666666664,0.26899999999999996,0.31033333333333335,0.383,0.529,0.31433333333333335,0.4796666666666667,0.27166666666666667,0.5766666666666667,0.5156666666666667,-0.002999999999999984,0.03200000000000003,0.02566666666666667,-0.22,-0.18233333333333335,-0.12366666666666666,-0.38566666666666666
2000,1,0.26666666666666666,0.258,0.41900000000000004,0.34500000000000003,0.5073333333333333,0.46866666666666673,0.305,0.24466666666666667,0.6063333333333334,0.18266666666666667,-0.077,-0.053666666666666675,-0.010666666666666677,-0.22066666666666665,-0.15,0.01333333333333333,-0.30833333333333335
2000,2,0.522,0.34800000000000003,0.38233333333333336,0.47833333333333333,0.6769999999999999,0.8736666666666667,0.6363333333333333,0.6136666666666667,1.069,1.0216666666666667,0.6833333333333332,0.7896666666666667,0.695,0.22999999999999998,0.3419999999999999,0.20966666666666667,0.12433333333333334
2000,3,0.4343333333333333,0.36366666666666664,0.2976666666666667,0.48233333333333334,0.681,0.7476666666666668,0.6073333333333334,0.7146666666666667,1.3403333333333334,1.2363333333333333,0.8056666666666666,0.7956666666666666,0.6953333333333332,0.3496666666666666,0.38833333333333336,0.26166666666666666,0.154
2000,4,0.244,0.22333333333333336,0.333,0.4526666666666667,0.5506666666666667,0.5386666666666667,0.5223333333333333,0.3706666666666667,0.613,0.54,0.3183333333333333,0.29433333333333334,0.21133333333333335,-0.052,0.005333333333333319,0.02333333333333333,-0.19466666666666668
2001,1,0.16766666666666666,0.20833333333333334,0.328,0.29433333333333334,0.4143333333333334,0.38433333333333336,0.36066666666666664,0.3933333333333333,0.6383333333333333,0.5906666666666667,0.32666666666666666,0.39366666666666666,0.40900000000000003,0.040666666666666657,0.12133333333333336,0.0046666666666666705,-0.077
2001,2,0.33466666666666667,0.3873333333333333,0.36433333333333334,0.5539999999999999,0.973,0.9793333333333333,0.9693333333333333,1.1306666666666667,1.6756666666666666,1.3206666666666667,1.122,1.1593333333333333,0.6723333333333333,0.18266666666666667,0.357,0.19299999999999998,0.2603333333333333
2001,3,0.39633333333333337,0.37366666666666665,0.36400000000000005,0.49466666666666664,0.7423333333333333,0.7226666666666667,0.7010000000000001,0.8213333333333334,1.699,1.554,1.135,0.864,0.8466666666666667,0.5603333333333333,0.45566666666666666,0.31633333333333336,0.2826666666666667
2001,4,0.3166666666666667,0.244,0.3416666666666666,0.299,0.41100000000000003,0.2793333333333334,0.3196666666666667,0.2946666666666667,0.5976666666666667,0.2733333333333333,-0.026333333333333337,-0.18600000000000003,-0.07399999999999997,-0.20966666666666667,-0.29133333333333333,-0.07666666666666667,-0.19333333333333333
2002,1,0.41966666666666663,0.453,0.644,0.4613333333333333,0.6920000000000001,0.69,0.467,0.4040000000000001,0.8246666666666668,0.7293333333333333,0.466,0.5996666666666667,0.3753333333333333,-0.225,0.004333333333333328,-0.06333333333333334,-0.25766666666666665
2002,2,0.4186666666666667,0.4676666666666667,0.5713333333333334,0.8983333333333334,1.1266666666666667,1.1076666666666666,1.2033333333333334,0.8799999999999999,1.9936666666666667,1.574,1.04,1.026,0.8806666666666668,0.25066666666666665,0.4896666666666667,0.17866666666666667,0.18866666666666668
2002,3,0.3546666666666667,0.3336666666666666,0.373,0.48866666666666675,0.5750000000000001,0.5683333333333334,0.58,0.5830000000000001,1.3333333333333333,1.8466666666666667,1.4269999999999998,1.4466666666666665,1.0823333333333334,0.5576666666666666,0.513,0.4326666666666667,0.3566666666666667
2002,4,0.3806666666666667,0.2283333333333333,0.32066666666666666,0.2563333333333333,0.21833333333333335,0.14666666666666664,0.12099999999999998,0.10799999999999998,0.19333333333333333,0.14433333333333334,0.11099999999999999,0.04266666666666671,-0.07299999999999997,-0.27599999999999997,-0.5153333333333333,-0.23966666666666667,-0.6103333333333333
2003,1,0.249,0.3353333333333333,0.48933333333333334,0.533,0.5903333333333333,0.6226666666666666,0.49499999999999994,0.27299999999999996,0.5196666666666666,0.502,-0.1313333333333333,0.162,-0.07966666666666668,-0.2993333333333333,-0.2936666666666667,-0.136,-0.5273333333333333
